ID,Timestamp,Contact Method(s),Type progress note here:,Staff Person(s),Primary Issue Area,What organization are you referring this client to?,Ref person,Date of Interaction (mm/dd/yy),Any of the below outcomes achieved?,Date of Outcome (mm/dd/yy),"Based on client's Contact Info and Method, Issue Area, and Staff",Was this client referred to us FROM somewhere else?,IA: Reason for Coming to CSC,IA: Background Information,IA: Strengths,IA: Needs,Short Term Goals,Short Term Goal Timeline,Long Term Goals,Long Term Goal Timeline,ISP: What will you do?,ISP: What will the client do?,Internal Notes,CAPnote,CAPatt,Gross Income,Legal Rent,Type of Subsidy,Effective Rent,Income Period,Internal Notes (previous) + Contracts,cm-actID,dummy1,dummy2,dummy3,dummy4
1470,10/3/2011 0:00,Person,Tenant is in the process of retrieving his rent history.  We are to meet after he receives it.,Brandon,EP,,,9/28/2011 0:00,,,NEW,,Client received materials from our outreach in his building.  He new to the neighborhood and is just learning his rights as a Rent Stabilized tenant.  He seems motivated and interested in the combating his LL's attempt to evict him.,,,,Help client investigate the issue of his lease renewal.  The LL is denying him one.,,"Help him resolve all his tenant issue (there are many... such as repairs, etc...).",,Work with the tenant to get his rent history and then analysis it.  Help tenant address the denial of a renewal lease &/or get an attorney to address such.,,,TRUE,TRUE,,,,,,,1,,,,
1470,10/18/2011 15:37,,Additional consultation.  We looked over a number of items related to the clients case.  He needs to obtain a couple other doc before we can move forward.,,EP,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1471,10/3/2011 0:00,Person,"She has now procured a copy of her rent history and it seems to indicate, with a number of discrepancies, that the landlord has the right to re-control her unit.",Brandon,EP,,,9/27/2011 0:00,Conflict resolved with landlord or other tenant,9/27/2011 0:00,NEW,,Tenant is new to the neighborhood and being denied a lease renewal after 1 year lease expired.  Seem seems motivated to look int the status of her apt and we have spoken about how to do this.  Many in her build are being apporached by an aggressive landlord who is kicking all the tenants they can out.,,,,Help her learn her rights and potentially get a lease renewal.,,Help her stay in her unit and become part of the organizing effort to help others.,,Work with the client to get her rent history and to further get a lease renewal.,,,TRUE,TRUE,,,,,,,1,,,,
1472,11/15/2011 0:00,Person,We have connected the client to the Bridge Fund for consideration.  They just called (11/22/11) to say that they can not accept her due to lack of income.  We will be following up with the client to explore other options by the end of the week.,Brandon,HC,,,11/21/2011 19:03,,,NEW,Co-op board president,"Client is a senior dealing with a non-payment case.  She lives in a HDFC and currently only has a unemployment as her income.  She is a long term community member and the board of directors does not want to bring the non-payment against her,  but she is falling considerably behind with her rent.",,,,Help the client explore all possible means for curing the rent arrears.  We have 4+ weeks before she will be in court and need to figure out if there are any possibilities for her.,,Prevent the eviction.,,Work with the client to explore different rear arrears programs... and avenues for representation in housing court.,,,TRUE,TRUE,,,,,,,1,,,,
1472,6/15/2012 11:02,Person,"""Client came with a Court Clerk postcard she received 3 weeks ago, saying that a marshal could come in the next few days to evict her. A marshal has not come yet. The card asked that she call or visit the court, which she did, and they said """"nothing yet,"""" implying that they are waiting for something but she knows not what.
We emailed Ana Cruz, who is part of the management of her building, to ask her to hold off on any proceedings, and told client we'd be in touch with her if and when we heard anything.
Client is unemployed, applying for SS, and already ran through a one-shot deal from HRA. She still owes $5,000 in back rent. She says that the mgmt doesn't want her out ,they just want her money. ////////// We gave her the CTA sheet on job searching, citing Henry Street's job training program, and asked that she let us know if she enrolls or has results.""","Daniel, Steve","R, HC",,,,,,NEW,,,,,,,,,,,,,TRUE,TRUE,,,,,,,1,,,,
1472,7/5/2012 16:08,Person,"I explain to her what to do to apply for One Time Shot Deal, due eviction for non-payment, make copies of some of the documents that she has with her, and ask her to go HRA before the Court date to show the Judge that she is doing something to avoid eviction.",Christian,EP,,,,,,NEW,,This client is a long time resident of the LES. and needed help to prevent an eviction for non-payment.,,,,"Give instruction how to apply for one shot deal, ask her to go and if need help to completed the application to bring to the office, and to apply for Food Stamp as well.",,"Get the eviction to stop, and get the money from HRA to pay the arears.",,"I write all needed docs. that she will need to take to HRA for the One Shot Deal, and make copies of what she have.",,,TRUE,TRUE,,,,,,,1,,,,
1472,9/14/2012 12:48,,"lost appeal to order to show cause in HC
we gave her SRO/shelter brochure.
Brandon calling USett",,HC,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1472,12/18/2012 14:42,,"Ms. VAsquez in order to maintain her apartment need help with her income, we arranged for her to apply for Food Stamp, that will increase her income in $200.00 extra monthly, she brought all request document to completed an application for the Food Stamp, make copy and she sign the application expecting to be approve in next 30 days.",,EP,,,,nc]E3 - Entitlement Affidavit completed in person or by phone,10/1/2012 0:00,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1472,1/8/2013 12:50,,"For Ms. Vasquez food stamp was approved on Dec. 20, 2012 until Nov. 2014 for $200.00 a month , what help her to have more income in order to pay her rent and keep her apartment.",,EI,,,,E3,12/20/2012 0:00,CONT,,,,,,,,,,,,"We have to force the client to apply for food stamp, because she short of money to pay her rent, has taken twice in less than two year shot deals to pay rent, we see if these help at little.  we also suggest her to apply for housing because her S.S. pension is less than $800 and her rent will go up every two years and already is about  $700, she says she will think about it,don't like 
developments.",TRUE,TRUE,,,FS,,,,,,,,
1476,3/22/2012 0:00,Person,The client's son-in-law is going to draft a letter to address the accusations of the LL.  I will look over the draft... and make further suggestions on how he can continue to document and refute the case the LL is bringing.,Brandon,HC,,,3/28/2012 16:26,,,NEW,,Client is a longtime tenant and senior.  Her son-in-law came in on her behalf.  Her LL (the sponsor of a co-op conversion) is harassing her vis-a-vi a baseless housing court case for hoarding.,,,,Help the client (and her son-in-law) understand her rights... and the intentions of the LL in his harassing her.,,Prevent eviction.,,Provide assistance to the client's son-in-law who will be advocating on her behalf.,,,FALSE,FALSE,,,,,,T2-08,1,,,,
1476,9/26/2012 17:25,,"Robert Little, the client's brother-in-law, continues pursue a number of repairs for the client.  There is now a complicated housing court case under way in which the LL has agreed to stop pursuing the client in their initial holdover and has now agreed to complete a huge list of repairs.",,"CR, HC",,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1477,3/16/2012 11:28,Person,"Questions about subletting, specifically if he can charge more than rent (no), but also what he legally needs to do (notify LL in writing).","Brandon, Daniel",CN,,,,Legal issues related to housing resolved,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1478,1/13/2012 0:00,,N/A,Brandon,CR,,,1/18/2012 16:14,,,NARR,,Client had a fire in his unit many months ago and is in a long winded dispute with his LL about who should pay for the damages.,,,,Determine culpability and responsibility of the client in this case.,,Help client understand his rights in this case.,,"Help client form a plan for dealing with whatever he is responsible for ($, etc...).",,,TRUE,TRUE,,,,,,,,,,,
1479,1/9/2012 13:45,Person,"Needs security deposit returned, from village view/
We are not accepting new clients currently.
Already had ihfo on GOLES.",Daniel,R,US-ph,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1480,2/16/2012 14:56,Person,Client will come back soon as he has all needed documents together.,Christian,CN,,,,,,NEW,,"Mr. Bushong, working person, live in his brother apt. for the last 8 years by himself, brother moved out and apt. still in his brother and sister-in-law name, he wants new landlord to change the apt. in his name.",,,,"Ask him to start putting together documentation that proved it that he has moved in with his brother as he claim, even before he ask the landlord to change the apartment in his name, in case the landlord wants prove of his claim it.",,Get the landlord to give him the lease in his name.,,Client compromise himself to get all needed documents and bringing to this office to revised and put together a letter for the landlord to make the request of the lease with his name in it.,,,TRUE,TRUE,,,,,,,1,,,,
1481,2/22/2012 17:51,Person,We spoke about working and I said I would refer her to Jermaine Evans at MM Storage.  She is interested in full time work while going to school.  I will contact Mr. Evnas asap.,Daniel,"R, Job",Manhattan Mini Storage,Jermaine Evans,,,,NEW,Is member,,,,,,,,,,,Joyce,FALSE,FALSE,,,,,,,1,,,,
1482,1/5/2012 13:32,Email,Gave MC lawyer list,Daniel,CR,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,3,,,,
1482,1/9/2012 0:00,,Client called seeking advice regarding a non-primary residence case and also interested in understanding what her rights were in the case of a buy-out being offered.,Brandon,HC,,,1/10/2012 12:19,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1483,1/27/2012 0:00,,Client had question regarding J-51's and about taking his landlord to court.,Brandon,CN,,,2/1/2012 14:45,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1484,3/27/2012 14:23,Phone,"he is RS
asked to pay for gym retroactively (6 yrs), was never charged but IS in lease.
we told him he can't be evicted for it, but he can be sued in small claims.","Brandon, Daniel",CN,,,,,,NEW,csc site,,,,,,,,,,,,FALSE,FALSE,,,,,,,2,,,,
1485,1/4/2012 0:00,,Client came in for advice regarding forming a TA and how to address tenant harassment occurring in her building.  We provided advice and offered materials that would help her.,Brandon,CN,,,1/9/2012 15:28,Finish -- Client out of Catchment... will not provide additional advice.,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1486,1/31/2012 17:27,Person,"Need to file the School Credit Tax for 2011, done and giving to client to be mail it.",Christian,EE,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1487,3/19/2012 0:00,Person,"Help to completed  recertification for Food Stamp, done, giving to client to mail it.",Christian,EI,,,3/22/2012 12:31,E1,,NEW,,"Mr. De La Cruz, the origin domincan, is member of this community for the last 20 years, senior, and are in needed of Food Stamp Recertification.",,,,Completed the F/S recertificaton forms,,Get the Food Stamp approved it.,,"We fill out the recertfication forms, he sign, I make copies of the forms and the support documents to attached to the pakg., giving to client to mail it.",,,TRUE,TRUE,,,,,,,1,,,,
1487,6/21/2012 17:34,,"Mr. De La Cruz, brought another apartment application to be completed, done and giving to him to be mail for the apt. Lottery.",,,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1488,3/27/2012 13:57,Person,N/A,Brandon,CN,,,,,,NEW,,Client is interested in subletting an apt in the LES and her and the primary tenant are receiving misleading info from the LL regarding their right to do so.,,,,Help client(s) understand their rights to sublet (this is a rent stabilized unit).,,Preserve tenancy... as the LL is subtly harassing the primary tenant through not immediately allowing them to sublet (as they are allowed to by law).,,Provide counseling and other assistance as the client works through arranging the sublet.,,,FALSE,FALSE,,,,,,T2-13,1,,,,
1489,3/15/2012 0:00,Person,Needed help to completed form for Food Stamp. Done and giving to client to be mail it.,Christian,EI,,,3/21/2012 18:23,,,NEW,Rosalinda Villegas,"This a friend of a tenant in this area, and don't who helping then were they live to completed forms for Food Stamp.",,,,"Completed the Food Stamp forms, made copies and giving to client tobe mail it.",,get the HRA to approved the Food Stamp for this family.,,"Today we completed all the food stamp forms,client brought all the support documents and we make the necessary copies, giving to client to mail it.",,,FALSE,FALSE,,,,,,,1,,,,
